,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
1454,ATI Radeon X800 GTO AGP,1,2007-11-08,130.0,49.0,281.0,160.0,400.0,7.0,1.0
1455,NVIDIA GeForce 7150 + nForce 630i,1,2007-11-16,90.0,81.35998107852413,81.0,112.0,630.0,9.0,3.0
1456,NVIDIA GeForce 7150M + nForce 630M,1,2007-11-16,90.0,81.35998107852413,81.0,112.0,425.0,9.0,3.0
1457,ATI FireGL V7700,1,2007-11-19,55.0,81.35998107852413,192.0,666.0,777.0,7.0,1.0
1458,ATI Radeon HD 3870,1,2007-11-19,55.0,106.0,192.0,666.0,777.0,7.0,1.0
1459,NVIDIA GeForce 8800 GTS Core 112,1,2007-11-19,90.0,150.0,484.0,681.0,500.0,7.0,3.0
1460,AMD Phenom X4 9600,0,2007-11-19,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1461,ATI Radeon HD 3850,1,2007-11-19,55.0,75.0,192.0,666.0,668.0,7.0,1.0
1462,AMD Phenom X4 9500,0,2007-11-19,65.0,95.0,285.0,450.0,2200.0,9.0,0.0
1463,ATI Radeon X1650,1,2007-11-20,80.0,81.35998107852413,100.0,107.0,635.0,8.0,1.0
1464,ATI Radeon X1050 AGP,1,2007-11-25,130.0,24.0,76.0,60.0,250.0,7.0,1.0
1465,Intel Core 2 Extreme QX9650,0,2007-11-30,45.0,130.0,107.0,820.0,3000.0,2.0,2.0
1466,ATI Radeon X1700 SE,1,2007-11-30,80.0,50.0,230.0,330.0,500.0,7.0,1.0
1467,Intel Pentium Dual-Core E2200,0,2007-12-02,65.0,65.0,77.0,105.0,2200.0,2.0,2.0
1468,ATI Radeon X1650 GTO,1,2007-12-02,90.0,81.35998107852413,150.0,157.0,587.0,7.0,1.0
1469,NVIDIA GeForce 8400 GS Rev. 2,1,2007-12-04,65.0,25.0,86.0,210.0,567.0,7.0,3.0
1470,NVIDIA GeForce 8400,1,2007-12-04,65.0,25.0,86.0,210.0,540.0,7.0,3.0
1471,NVIDIA GeForce 8400 GS PCI,1,2007-12-04,65.0,25.0,86.0,210.0,567.0,7.0,3.0
1472,ATI Radeon HD 3450,1,2007-12-10,55.0,25.0,67.0,181.0,600.0,7.0,1.0
1473,ATI Radeon HD 3450 X2,1,2007-12-10,55.0,50.0,67.0,181.0,600.0,7.0,1.0
1474,NVIDIA GeForce 8800 GTS 512,1,2007-12-11,65.0,135.0,324.0,754.0,650.0,7.0,3.0
1475,ATI Mobility Radeon HD 2700,1,2007-12-12,65.0,35.0,153.0,390.0,700.0,7.0,1.0
1476,ATI Radeon HD 2900 PRO,1,2007-12-12,80.0,200.0,420.0,720.0,600.0,7.0,1.0
1477,AMD Phenom X4 9600 BE,0,2007-12-19,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1478,Intel Core 2 Duo U7700,0,2007-12-27,65.0,10.0,111.0,293.0,1333.0,2.0,2.0
1479,ATI Radeon X800 GTO,1,2007-12-29,130.0,49.0,289.0,160.0,400.0,7.0,1.0
1480,NVIDIA GeForce 8600M GT,1,2007-12-31,80.0,20.0,169.0,289.0,475.0,7.0,3.0
1481,AMD Athlon 64 X2 5400+,0,2008-01-01,65.0,65.0,126.0,154.0,2800.0,9.0,0.0
1482,ATI FireMV 2400 PCIe x1,1,2008-01-01,130.0,20.0,92.0,75.0,250.0,7.0,1.0
1483,Intel Core 2 Duo E8500,0,2008-01-01,45.0,65.0,107.0,410.0,3166.0,2.0,2.0
1484,ATI FireMV 2260,1,2008-01-01,55.0,15.0,67.0,181.0,500.0,7.0,1.0
1485,ATI FireMV 2400 PCI,1,2008-01-01,130.0,20.0,92.0,75.0,500.0,7.0,1.0
1486,Intel Core 2 Duo E8400,0,2008-01-01,45.0,65.0,104.0,410.0,3000.0,2.0,2.0
1487,ATI FireMV 2260 PCIe x1,1,2008-01-01,55.0,15.0,67.0,181.0,500.0,7.0,1.0
1488,Intel Core 2 Duo E8190,0,2008-01-01,45.0,65.0,104.0,410.0,2667.0,2.0,2.0
1489,Intel Core 2 Duo E8200,0,2008-01-01,45.0,65.0,107.0,410.0,2667.0,2.0,2.0
1490,AMD Athlon 64 2600+,0,2008-01-01,65.0,15.0,77.0,122.0,1600.0,9.0,0.0
1491,ATI FirePro 2260 PCI,1,2008-01-01,55.0,15.0,67.0,181.0,500.0,7.0,1.0
1492,ATI Radeon HD 3850 AGP,1,2008-01-03,55.0,75.0,192.0,666.0,668.0,7.0,1.0
1493,ATI Mobility Radeon HD 3670,1,2008-01-07,55.0,30.0,135.0,378.0,680.0,7.0,1.0
1494,ATI Mobility Radeon HD 3650,1,2008-01-07,55.0,81.35998107852413,135.0,378.0,500.0,7.0,1.0
1495,ATI Mobility Radeon HD 3450,1,2008-01-07,55.0,81.35998107852413,67.0,181.0,500.0,7.0,1.0
1496,ATI Mobility Radeon HD 3470,1,2008-01-07,55.0,81.35998107852413,67.0,181.0,680.0,7.0,1.0
1497,ATI Mobility FireGL V5700,1,2008-01-07,55.0,81.35998107852413,135.0,378.0,600.0,7.0,1.0
1498,NVIDIA Quadro FX 3700,1,2008-01-08,65.0,78.0,324.0,754.0,500.0,7.0,3.0
1499,NVIDIA GeForce 7050 + nForce 610i,1,2008-01-13,90.0,81.35998107852413,81.0,112.0,500.0,9.0,3.0
1500,NVIDIA GeForce 6200 PCI,1,2008-01-16,110.0,81.35998107852413,110.0,75.0,280.0,7.0,3.0
1501,NVIDIA GeForce 6200 X2 PCI,1,2008-01-16,110.0,81.35998107852413,110.0,75.0,280.0,7.0,3.0
1502,Intel Celeron E1200,0,2008-01-20,65.0,65.0,77.0,105.0,1600.0,2.0,2.0
1503,ATI Radeon HD 3650,1,2008-01-20,55.0,65.0,135.0,378.0,725.0,7.0,1.0
1504,ATI Radeon HD 3650 AGP,1,2008-01-23,55.0,65.0,135.0,378.0,725.0,7.0,1.0
1505,ATI Radeon HD 3450 AGP,1,2008-01-23,55.0,25.0,67.0,181.0,600.0,7.0,1.0
1506,ATI Radeon HD 3470,1,2008-01-23,55.0,30.0,67.0,181.0,800.0,7.0,1.0
1507,ATI Radeon HD 3450 PCI,1,2008-01-23,55.0,25.0,67.0,181.0,600.0,7.0,1.0
1508,ATI Radeon X1050,1,2008-01-25,110.0,24.0,156.0,120.0,400.0,7.0,1.0
1509,ATI Radeon HD 3870 X2,1,2008-01-26,55.0,165.0,192.0,666.0,825.0,7.0,1.0
1510,NVIDIA GeForce 8800 GS,1,2008-01-31,65.0,105.0,324.0,754.0,550.0,7.0,3.0
1511,NVIDIA GeForce 8800 GS Mac Edition,1,2008-01-31,65.0,105.0,324.0,754.0,500.0,7.0,3.0
1512,AMD Athlon 64 X2 5400+ BE,0,2008-02-01,65.0,65.0,126.0,154.0,2800.0,9.0,0.0
1513,NVIDIA GeForce 9500M GS,1,2008-02-01,80.0,20.0,169.0,289.0,475.0,7.0,3.0
1514,AMD Athlon 64 X2 5600+,0,2008-02-01,65.0,65.0,126.0,154.0,2900.0,9.0,0.0
1515,NVIDIA GeForce 8800 GT Mac Edition,1,2008-02-01,65.0,125.0,324.0,754.0,600.0,7.0,3.0
1516,NVIDIA GeForce 9300M G,1,2008-02-01,80.0,13.0,127.0,210.0,400.0,7.0,3.0
1517,ATI Radeon HD 2400,1,2008-02-19,65.0,20.0,85.0,180.0,398.0,7.0,1.0
1518,ATI Radeon HD 2600 XT Mac Edition,1,2008-02-21,65.0,45.0,153.0,390.0,700.0,7.0,1.0
1519,NVIDIA GeForce 9600 GT Green Edition,1,2008-02-21,65.0,95.0,240.0,505.0,600.0,7.0,3.0
1520,NVIDIA GeForce 9600 GT,1,2008-02-21,65.0,95.0,240.0,505.0,650.0,7.0,3.0
1521,NVIDIA Quadro FX 3600M,1,2008-02-23,65.0,70.0,324.0,754.0,500.0,7.0,3.0
1522,NVIDIA Quadro FX 3600M,1,2008-02-23,65.0,70.0,324.0,754.0,500.0,7.0,3.0
1523,Intel Core 2 Duo U7700,0,2008-02-27,65.0,10.0,111.0,293.0,1333.0,2.0,2.0
1524,Intel Core 2 Duo U7500,0,2008-02-27,65.0,10.0,111.0,293.0,1073.0,2.0,2.0
1525,AMD Sempron X2 2200,0,2008-03-01,65.0,65.0,118.0,221.0,2000.0,9.0,0.0
1526,AMD Sempron X2 2100,0,2008-03-01,65.0,65.0,118.0,221.0,1800.0,9.0,0.0
1527,AMD Sempron X2 2300,0,2008-03-01,65.0,65.0,118.0,221.0,2200.0,9.0,0.0
1528,AMD Sempron X2 2100,0,2008-03-01,65.0,65.0,118.0,221.0,1800.0,9.0,0.0
1529,Intel Core 2 Duo E4700,0,2008-03-02,65.0,65.0,111.0,167.0,2600.0,2.0,2.0
1530,Intel GMA 500,1,2008-03-02,130.0,81.35998107852413,111.0,167.0,200.0,2.0,2.0
1531,Intel Pentium Dual-Core E2220,0,2008-03-02,65.0,65.0,77.0,105.0,2400.0,2.0,2.0
1532,ATI Radeon 3100 IGP,1,2008-03-04,65.0,81.35998107852413,85.0,180.0,350.0,9.0,1.0
1533,ATI Radeon 2100 IGP,1,2008-03-04,55.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1534,ATI Radeon Xpress 2100 IGP,1,2008-03-04,65.0,81.35998107852413,85.0,180.0,500.0,9.0,1.0
1535,ATI Radeon HD 3200 IGP,1,2008-03-04,65.0,81.35998107852413,85.0,180.0,500.0,9.0,1.0
1536,AMD Athlon X2 4850e,0,2008-03-05,65.0,45.0,126.0,154.0,2500.0,9.0,0.0
1537,Intel Core 2 Quad Q9300,0,2008-03-10,45.0,95.0,82.0,456.0,2500.0,2.0,2.0
1538,NVIDIA GeForce 9650M GS,1,2008-03-13,80.0,29.0,169.0,289.0,625.0,7.0,3.0
1539,NVIDIA GeForce 9800 GX2,1,2008-03-18,65.0,197.0,324.0,754.0,600.0,7.0,3.0
1540,Intel Core 2 Extreme QX9770,0,2008-03-24,45.0,136.0,107.0,820.0,3200.0,2.0,2.0
1541,Intel Core 2 Extreme QX9775,0,2008-03-24,45.0,150.0,107.0,820.0,3200.0,2.0,2.0
1542,Intel Core 2 Quad Q9450,0,2008-03-25,45.0,95.0,107.0,820.0,2666.0,2.0,2.0
1543,Intel Core 2 Quad Q9550,0,2008-03-25,45.0,95.0,107.0,820.0,2833.0,2.0,2.0
1544,AMD Phenom X3 8400,0,2008-03-27,65.0,95.0,285.0,450.0,2100.0,9.0,0.0
1545,AMD Phenom X3 8600,0,2008-03-27,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1546,AMD Phenom X4 9750 (125W),0,2008-03-27,65.0,125.0,285.0,450.0,2400.0,9.0,0.0
1547,AMD Phenom X4 9850 BE,0,2008-03-27,65.0,125.0,285.0,450.0,2500.0,9.0,0.0
1548,AMD Phenom X4 9950 BE (140W),0,2008-03-27,65.0,140.0,285.0,450.0,2600.0,9.0,0.0
1549,AMD Phenom X4 9550,0,2008-03-27,65.0,95.0,285.0,450.0,2200.0,9.0,0.0
1550,AMD Phenom X4 9650,0,2008-03-27,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1551,AMD Phenom X4 9100e,0,2008-03-27,65.0,65.0,285.0,450.0,1800.0,9.0,0.0
1552,AMD Phenom X4 9750 (95W),0,2008-03-27,65.0,95.0,285.0,450.0,2400.0,9.0,0.0
1553,NVIDIA GeForce 9800 GTX,1,2008-03-28,65.0,140.0,324.0,754.0,675.0,7.0,3.0
1554,ATI Radeon HD 3690,1,2008-03-30,55.0,75.0,192.0,666.0,670.0,7.0,1.0
1555,AMD Athlon 64 LE-1640,0,2008-04-01,65.0,45.0,77.0,122.0,2700.0,9.0,0.0
1556,ATI Radeon HD 3830,1,2008-04-01,55.0,75.0,192.0,666.0,668.0,7.0,1.0
1557,AMD Athlon 64 X2 5800+,0,2008-04-01,65.0,89.0,126.0,154.0,3000.0,9.0,0.0
1558,Intel Core 2 Duo E8300,0,2008-04-01,45.0,65.0,107.0,410.0,2833.0,2.0,2.0
1559,Intel Atom Z510,0,2008-04-02,45.0,2.0,26.0,47.0,1100.0,2.0,2.0
1560,Intel Atom Z500,0,2008-04-02,45.0,1.0,26.0,47.0,800.0,2.0,2.0
1561,Intel Atom Z540,0,2008-04-02,45.0,2.0,26.0,47.0,1867.0,2.0,2.0
1562,Intel Atom Z530,0,2008-04-02,45.0,2.0,26.0,47.0,1600.0,2.0,2.0
1563,Intel Atom Z520,0,2008-04-02,45.0,2.0,26.0,47.0,1334.0,2.0,2.0
1564,ATI Radeon HD 3850 X2,1,2008-04-04,55.0,140.0,192.0,666.0,669.0,7.0,1.0
1565,NVIDIA Quadro FX 4700 X2,1,2008-04-18,65.0,226.0,324.0,754.0,600.0,7.0,3.0
1566,Intel Core 2 Duo E7200,0,2008-04-20,45.0,65.0,82.0,228.0,2533.0,2.0,2.0
1567,Intel Celeron E1400,0,2008-04-20,65.0,65.0,77.0,105.0,2000.0,2.0,2.0
1568,AMD Athlon X2 4450e,0,2008-04-21,65.0,45.0,126.0,154.0,2300.0,9.0,0.0
1569,AMD Athlon 64 3100+,0,2008-04-21,65.0,25.0,77.0,122.0,2000.0,9.0,0.0
1570,AMD Athlon X2 4050e,0,2008-04-21,65.0,45.0,126.0,154.0,2100.0,9.0,0.0
1571,AMD Athlon 64 X2 4600+,0,2008-04-22,65.0,65.0,126.0,154.0,2400.0,9.0,0.0
1572,AMD Phenom X3 8450,0,2008-04-23,65.0,95.0,285.0,450.0,2100.0,9.0,0.0
1573,AMD Phenom X3 8750,0,2008-04-23,65.0,95.0,285.0,450.0,2400.0,9.0,0.0
1574,AMD Phenom X3 8650,0,2008-04-23,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1575,AMD Phenom X3 8550,0,2008-04-23,65.0,95.0,285.0,450.0,2200.0,9.0,0.0
1576,NVIDIA GeForce 9600 GSO,1,2008-04-28,65.0,84.0,324.0,754.0,550.0,7.0,3.0
1577,AMD Phenom X4 9600B,0,2008-04-28,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1578,AMD Athlon 64 LE-1640B,0,2008-04-28,65.0,45.0,77.0,122.0,2700.0,9.0,0.0
1579,ATI FirePro RG220,1,2008-05-01,55.0,35.0,73.0,242.0,500.0,7.0,1.0
1580,Intel Celeron 445,0,2008-05-01,65.0,65.0,76.0,105.0,1866.0,2.0,2.0
1581,AMD Athlon 64 LE-1660,0,2008-05-01,65.0,45.0,77.0,122.0,2800.0,9.0,0.0
1582,Intel Core 2 Solo ULV SU3300,0,2008-05-01,45.0,5.0,107.0,410.0,1200.0,2.0,2.0
1583,AMD Turion X2 Ultra ZM-80,0,2008-06-01,65.0,32.0,107.0,410.0,2100.0,9.0,0.0
1584,NVIDIA Tesla S1070,1,2008-06-01,55.0,800.0,470.0,1400.0,610.0,7.0,3.0
1585,AMD Athlon 64 2000+,0,2008-06-01,65.0,8.0,77.0,122.0,1000.0,9.0,0.0
1586,NVIDIA Tesla M1060,1,2008-06-01,55.0,188.0,470.0,1400.0,610.0,7.0,3.0
1587,Intel GMA X4500,1,2008-06-01,65.0,13.0,470.0,1400.0,533.0,2.0,2.0
1588,NVIDIA GeForce 9300 GE,1,2008-06-01,65.0,81.35998107852413,86.0,210.0,540.0,7.0,3.0
1589,NVIDIA GeForce 9300 GS,1,2008-06-01,65.0,81.35998107852413,86.0,210.0,567.0,7.0,3.0
1590,AMD Turion X2 Ultra ZM-86,0,2008-06-01,65.0,35.0,86.0,210.0,2400.0,9.0,0.0
1591,NVIDIA Tesla S1075,1,2008-06-01,55.0,800.0,470.0,1400.0,610.0,7.0,3.0
1592,NVIDIA GeForce 9300 SE,1,2008-06-01,65.0,81.35998107852413,86.0,210.0,540.0,7.0,3.0
1593,AMD Turion X2 Ultra ZM-82,0,2008-06-01,65.0,35.0,86.0,210.0,2200.0,9.0,0.0
1594,AMD Turion X2 Ultra ZM-87,0,2008-06-01,65.0,35.0,86.0,210.0,2400.0,9.0,0.0
1595,AMD Athlon X2 QL-60,0,2008-06-01,65.0,35.0,86.0,210.0,1900.0,9.0,0.0
1596,NVIDIA ION,1,2008-06-03,65.0,20.0,144.0,314.0,450.0,9.0,3.0
1597,NVIDIA GeForce 8200M G mGPU AMD,1,2008-06-03,80.0,12.0,127.0,210.0,400.0,9.0,0.0
1598,NVIDIA ION,1,2008-06-03,65.0,20.0,162.0,282.0,575.0,9.0,3.0
1599,NVIDIA GeForce 9200M GS,1,2008-06-03,65.0,13.0,86.0,210.0,550.0,7.0,3.0
1600,NVIDIA ION,1,2008-06-03,40.0,20.0,57.0,260.0,500.0,7.0,3.0
1601,NVIDIA ION,1,2008-06-03,65.0,20.0,162.0,282.0,450.0,9.0,3.0
1602,Intel Atom N280,0,2008-06-03,45.0,3.0,26.0,47.0,1667.0,2.0,2.0
1603,NVIDIA GeForce 8200M G mGPU Intel,1,2008-06-03,65.0,12.0,144.0,314.0,400.0,9.0,2.0
1604,NVIDIA GeForce 9500M G,1,2008-06-03,65.0,20.0,144.0,314.0,500.0,8.0,3.0
1605,Intel Atom 330,0,2008-06-03,45.0,8.0,96.0,47.0,1600.0,2.0,2.0
1606,NVIDIA ION,1,2008-06-03,65.0,20.0,162.0,282.0,450.0,9.0,3.0
1607,Intel Atom N270,0,2008-06-03,45.0,3.0,26.0,47.0,1600.0,2.0,2.0
1608,NVIDIA ION LE,1,2008-06-03,65.0,20.0,162.0,282.0,450.0,9.0,3.0
1609,NVIDIA GeForce 9600M GS,1,2008-06-03,55.0,20.0,121.0,314.0,430.0,7.0,3.0
1610,NVIDIA ION HX,1,2008-06-03,65.0,20.0,162.0,282.0,450.0,9.0,3.0
1611,Intel Atom 230,0,2008-06-03,45.0,4.0,96.0,47.0,1600.0,2.0,2.0
1612,NVIDIA ION 2,1,2008-06-03,40.0,20.0,57.0,260.0,500.0,7.0,3.0
1613,ATI Mobility Radeon HD 3850,1,2008-06-04,55.0,35.0,192.0,666.0,580.0,7.0,1.0
1614,ATI Mobility Radeon HD 3870,1,2008-06-04,55.0,55.0,192.0,666.0,660.0,7.0,1.0
1615,ATI Mobility Radeon HD 3850 X2,1,2008-06-04,55.0,70.0,192.0,666.0,580.0,7.0,1.0
1616,NVIDIA GeForce 9300M GS,1,2008-06-04,65.0,13.0,86.0,210.0,550.0,7.0,3.0
1617,NVIDIA GeForce 9600M GT,1,2008-06-04,55.0,23.0,121.0,314.0,500.0,7.0,3.0
1618,ATI Radeon HD 3870 Mac Edition,1,2008-06-12,55.0,106.0,192.0,666.0,777.0,7.0,1.0
1619,NVIDIA GeForce GTX 280,1,2008-06-16,65.0,236.0,576.0,1400.0,602.0,7.0,3.0
1620,AMD FireStream 9250,1,2008-06-16,55.0,150.0,256.0,956.0,625.0,7.0,0.0
1621,NVIDIA GeForce GTX 260,1,2008-06-16,65.0,182.0,576.0,1400.0,576.0,7.0,3.0
1622,ATI Radeon HD 4870,1,2008-06-25,55.0,150.0,256.0,956.0,750.0,7.0,1.0
1623,ATI Radeon HD 4850,1,2008-06-25,55.0,110.0,256.0,956.0,625.0,7.0,1.0
1624,ATI All-In-Wonder HD 3650,1,2008-06-28,55.0,55.0,135.0,378.0,722.0,7.0,1.0
1625,AMD Phenom X4 9150e,0,2008-07-01,65.0,65.0,285.0,450.0,1800.0,9.0,0.0
1626,Intel Core 2 Extreme X9100,0,2008-07-01,45.0,44.0,107.0,450.0,3067.0,2.0,2.0
1627,AMD Phenom X4 9350e,0,2008-07-01,65.0,65.0,285.0,450.0,2000.0,9.0,0.0
1628,AMD Phenom X4 9850 (125W),0,2008-07-01,65.0,125.0,285.0,450.0,2500.0,9.0,0.0
1629,NVIDIA GeForce 9800M GTX,1,2008-07-15,65.0,75.0,324.0,754.0,500.0,7.0,3.0
1630,NVIDIA GeForce 9800S,1,2008-07-15,65.0,75.0,240.0,505.0,600.0,7.0,3.0
1631,NVIDIA GeForce 9800 GT,1,2008-07-21,55.0,125.0,260.0,754.0,600.0,7.0,3.0
1632,NVIDIA GeForce 9800 GT,1,2008-07-21,65.0,125.0,324.0,754.0,600.0,7.0,3.0
1633,NVIDIA GeForce 9800 GT Rebrand,1,2008-07-21,65.0,125.0,324.0,754.0,725.0,7.0,3.0
1634,NVIDIA GeForce GTX 260 Rev. 2,1,2008-07-23,55.0,182.0,470.0,1400.0,576.0,7.0,3.0
1635,NVIDIA Quadro Plex 2100 S4,1,2008-07-25,90.0,640.0,484.0,681.0,600.0,7.0,3.0
1636,ATI Mobility Radeon HD 3410,1,2008-07-25,55.0,7.0,67.0,181.0,400.0,7.0,1.0
1637,NVIDIA Quadro Plex 2200 S4,1,2008-07-25,55.0,600.0,470.0,1400.0,648.0,7.0,3.0
1638,NVIDIA Quadro Plex 2100 D4,1,2008-07-25,65.0,640.0,324.0,754.0,500.0,7.0,3.0
1639,NVIDIA Quadro Plex 1000 Model II,1,2008-07-25,110.0,640.0,333.0,302.0,470.0,7.0,3.0
1640,NVIDIA Quadro Plex 2200 D2,1,2008-07-25,55.0,640.0,470.0,1400.0,648.0,7.0,3.0
1641,NVIDIA Quadro Plex 1000 Model IV,1,2008-07-25,90.0,320.0,484.0,681.0,600.0,7.0,3.0
1642,ATI Mobility Radeon HD 3430,1,2008-07-25,55.0,12.0,67.0,181.0,450.0,7.0,1.0
1643,ATI FirePro V8750,1,2008-07-28,55.0,151.0,256.0,956.0,750.0,7.0,1.0
1644,NVIDIA GeForce 9500 GS,1,2008-07-29,65.0,40.0,144.0,314.0,550.0,8.0,3.0
1645,NVIDIA GeForce 9500 GS Rev. 2,1,2008-07-29,55.0,40.0,121.0,314.0,500.0,7.0,3.0
1646,NVIDIA GeForce 9100M G mGPU Intel,1,2008-07-29,65.0,12.0,144.0,314.0,450.0,9.0,2.0
1647,NVIDIA GeForce 9700M GT,1,2008-07-29,65.0,45.0,144.0,314.0,625.0,8.0,3.0
1648,NVIDIA GeForce 9800M GTS,1,2008-07-29,65.0,75.0,240.0,505.0,600.0,7.0,3.0
1649,NVIDIA GeForce 9500 GT,1,2008-07-29,65.0,50.0,144.0,314.0,600.0,8.0,3.0
1650,NVIDIA GeForce 9500 GT Rev. 2,1,2008-07-29,65.0,50.0,144.0,314.0,600.0,8.0,3.0
1651,NVIDIA GeForce 9500 GT Rev. 3,1,2008-07-29,55.0,50.0,121.0,314.0,550.0,7.0,3.0
1652,NVIDIA GeForce 9100M G mGPU AMD,1,2008-07-29,80.0,12.0,127.0,210.0,450.0,9.0,0.0
1653,NVIDIA GeForce 9600 GS OEM,1,2008-07-29,65.0,81.35998107852413,240.0,505.0,500.0,7.0,3.0
1654,NVIDIA GeForce 9700M GTS,1,2008-07-29,65.0,60.0,240.0,505.0,530.0,7.0,3.0
1655,NVIDIA GeForce 9800M GT,1,2008-07-29,65.0,65.0,324.0,754.0,500.0,7.0,3.0
1656,ATI Xbox 360 GPU 65nm,1,2008-08-01,65.0,150.0,181.0,232.0,500.0,7.0,1.0
1657,Intel Core 2 Extreme QX9300,0,2008-08-01,45.0,45.0,107.0,232.0,2534.0,2.0,2.0
1658,NVIDIA GeForce 9400 GT,1,2008-08-01,80.0,50.0,127.0,210.0,459.0,7.0,3.0
1659,NVIDIA GeForce 8400 SE,1,2008-08-01,80.0,50.0,127.0,210.0,459.0,7.0,3.0
1660,Intel Core 2 Quad Q9100,0,2008-08-01,45.0,45.0,107.0,210.0,2267.0,2.0,2.0
1661,AMD Athlon 64 2850e,0,2008-08-01,65.0,22.0,77.0,122.0,1800.0,9.0,0.0
1662,ATI Radeon HD 3550,1,2008-08-04,55.0,30.0,67.0,181.0,594.0,7.0,1.0
1663,ATI Radeon HD 3300 IGP,1,2008-08-06,65.0,81.35998107852413,85.0,180.0,500.0,9.0,1.0
1664,ATI FirePro V5700,1,2008-08-08,55.0,56.0,146.0,514.0,700.0,7.0,1.0
1665,Intel Core 2 Duo E8600,0,2008-08-08,45.0,65.0,107.0,410.0,3333.0,2.0,2.0
1666,ATI FirePro V3700,1,2008-08-08,55.0,32.0,67.0,181.0,800.0,7.0,1.0
1667,Intel Core 2 Quad Q9400,0,2008-08-10,45.0,95.0,81.0,456.0,2666.0,2.0,2.0
1668,Intel Core 2 Duo E7300,0,2008-08-10,45.0,65.0,107.0,420.0,2667.0,2.0,2.0
1669,Intel Core 2 Quad Q9650,0,2008-08-10,45.0,95.0,107.0,820.0,3000.0,2.0,2.0
1670,ATI Radeon HD 4870 X2,1,2008-08-12,55.0,286.0,256.0,956.0,750.0,7.0,1.0
1671,NVIDIA Quadro FX 2700M,1,2008-08-14,65.0,65.0,240.0,505.0,530.0,7.0,3.0
1672,NVIDIA Quadro FX 3800M,1,2008-08-14,65.0,100.0,324.0,754.0,675.0,7.0,3.0
1673,NVIDIA Quadro FX 3700M,1,2008-08-14,65.0,75.0,324.0,754.0,550.0,7.0,3.0
1674,NVIDIA Quadro FX 770M,1,2008-08-14,65.0,35.0,144.0,314.0,500.0,8.0,3.0
1675,NVIDIA Quadro NVS 160M,1,2008-08-15,65.0,12.0,86.0,210.0,580.0,7.0,3.0
1676,AMD Phenom X4 9850B,0,2008-08-15,65.0,95.0,285.0,450.0,2500.0,9.0,0.0
1677,AMD Phenom X4 9750B,0,2008-08-15,65.0,95.0,285.0,450.0,2400.0,9.0,0.0
1678,NVIDIA Quadro NVS 150M,1,2008-08-15,65.0,10.0,86.0,210.0,530.0,7.0,3.0
1679,NVIDIA Quadro FX 370M,1,2008-08-15,65.0,20.0,86.0,210.0,550.0,7.0,3.0
1680,ATI Radeon 3100 Mobile IGP,1,2008-08-15,65.0,81.35998107852413,85.0,180.0,350.0,9.0,1.0
1681,NVIDIA GeForce 9650M GT,1,2008-08-19,55.0,23.0,121.0,314.0,550.0,7.0,3.0
1682,NVIDIA GeForce 9800M GTS,1,2008-08-21,65.0,75.0,240.0,505.0,600.0,7.0,3.0
1683,NVIDIA GeForce 9400 GT,1,2008-08-27,55.0,50.0,121.0,314.0,550.0,7.0,3.0
1684,NVIDIA GeForce 9400 GT PCI,1,2008-08-27,55.0,50.0,121.0,314.0,550.0,7.0,3.0
1685,NVIDIA GeForce 9400 GT Rev. 2,1,2008-08-27,55.0,50.0,121.0,314.0,550.0,7.0,3.0
1686,Intel Celeron 450,0,2008-08-31,65.0,35.0,77.0,105.0,2200.0,2.0,2.0
1687,Intel Pentium E5200,0,2008-08-31,45.0,65.0,82.0,228.0,2500.0,2.0,2.0
1688,Intel Core 2 Quad Q8200,0,2008-08-31,45.0,95.0,82.0,456.0,2333.0,2.0,2.0
1689,AMD Turion X2 Ultra ZM-85,0,2008-09-01,65.0,35.0,82.0,456.0,2300.0,9.0,0.0
1690,AMD Athlon X2 QL-62,0,2008-09-01,65.0,25.0,82.0,456.0,2000.0,9.0,0.0
1691,ATI Mobility Radeon HD 3870 X2,1,2008-09-01,55.0,110.0,192.0,666.0,660.0,7.0,1.0
1692,AMD Turion X2 Ultra ZM-84,0,2008-09-01,65.0,35.0,192.0,666.0,2300.0,9.0,0.0
1693,AMD Turion X2 RM-72,0,2008-09-01,65.0,35.0,192.0,666.0,2100.0,9.0,0.0
1694,Intel GMA X4500MHD,1,2008-09-01,65.0,13.0,192.0,666.0,533.0,2.0,2.0
1695,AMD Phenom X3 8250e,0,2008-09-08,65.0,65.0,285.0,450.0,1900.0,9.0,0.0
1696,AMD Athlon X2 6500 BE,0,2008-09-08,65.0,95.0,285.0,450.0,2300.0,9.0,0.0
1697,AMD Phenom X3 8450e,0,2008-09-08,65.0,65.0,285.0,450.0,2100.0,9.0,0.0
1698,AMD Phenom X3 8750 BE,0,2008-09-08,65.0,95.0,285.0,450.0,2400.0,9.0,0.0
1699,ATI Radeon HD 4650,1,2008-09-10,55.0,48.0,146.0,514.0,600.0,7.0,1.0
