,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
2638,AMD Radeon HD 7610M,1,2012-01-07,40.0,20.0,104.0,716.0,450.0,7.0,0.0
2639,AMD Radeon HD 7950 Monica BIOS 2,1,2012-01-31,28.0,85.0,352.0,4313.0,800.0,7.0,0.0
2640,AMD Radeon HD 7950,1,2012-01-31,28.0,200.0,352.0,4313.0,800.0,7.0,0.0
2641,AMD Radeon HD 7950 Monica BIOS 1,1,2012-01-31,28.0,185.0,352.0,4313.0,925.0,7.0,0.0
2642,NVIDIA GeForce GT 520 OEM,1,2012-02-01,40.0,29.0,116.0,585.0,700.0,7.0,3.0
2643,AMD Athlon II X4 641,0,2012-02-06,32.0,100.0,228.0,1178.0,2800.0,9.0,0.0
2644,AMD Athlon II X4 638,0,2012-02-06,32.0,65.0,228.0,1178.0,2700.0,9.0,0.0
2645,AMD FirePro V3900,1,2012-02-07,40.0,50.0,118.0,716.0,650.0,7.0,0.0
2646,ATI Radeon HD 5470,1,2012-02-13,40.0,19.0,59.0,292.0,650.0,7.0,1.0
2647,AMD Radeon HD 7750,1,2012-02-15,28.0,55.0,123.0,1500.0,800.0,7.0,0.0
2648,AMD Radeon HD 7770 GHz Edition,1,2012-02-15,28.0,80.0,123.0,1500.0,1000.0,7.0,0.0
2649,AMD Radeon HD 7670M,1,2012-02-17,40.0,20.0,104.0,716.0,600.0,7.0,0.0
2650,NVIDIA GeForce GTX 560 SE,1,2012-02-20,40.0,150.0,332.0,1950.0,736.0,7.0,3.0
2651,AMD FX-4170,0,2012-02-27,32.0,125.0,315.0,1200.0,4200.0,9.0,0.0
2652,AMD FX-6200,0,2012-02-27,32.0,125.0,315.0,1200.0,3800.0,9.0,0.0
2653,AMD Radeon HD 7850,1,2012-03-05,28.0,130.0,212.0,2800.0,860.0,7.0,0.0
2654,AMD Radeon HD 7870 GHz Edition,1,2012-03-05,28.0,175.0,212.0,2800.0,1000.0,7.0,0.0
2655,NVIDIA GeForce GT 635M,1,2012-03-22,40.0,35.0,238.0,1170.0,650.0,7.0,3.0
2656,NVIDIA GeForce GT 630M,1,2012-03-22,40.0,33.0,116.0,585.0,660.0,7.0,3.0
2657,NVIDIA GeForce GT 640M,1,2012-03-22,28.0,32.0,118.0,1270.0,625.0,7.0,3.0
2658,NVIDIA GeForce GTX 670M,1,2012-03-22,40.0,75.0,332.0,1950.0,598.0,7.0,3.0
2659,NVIDIA GeForce GTX 680,1,2012-03-22,28.0,195.0,294.0,3540.0,1006.0,7.0,3.0
2660,NVIDIA GeForce 620M,1,2012-03-22,28.0,15.0,116.0,585.0,625.0,7.0,3.0
2661,NVIDIA GeForce GT 630M,1,2012-03-22,40.0,33.0,116.0,585.0,660.0,7.0,3.0
2662,NVIDIA GeForce GTX 660M,1,2012-03-22,28.0,50.0,118.0,1270.0,835.0,7.0,3.0
2663,NVIDIA GeForce GT 620M,1,2012-03-22,28.0,15.0,116.0,585.0,625.0,7.0,3.0
2664,NVIDIA GeForce GTX 675M,1,2012-03-22,40.0,100.0,332.0,1950.0,620.0,7.0,3.0
2665,NVIDIA GeForce GT 635M,1,2012-03-22,40.0,35.0,238.0,1170.0,675.0,7.0,3.0
2666,NVIDIA GeForce GT 650M,1,2012-03-22,28.0,45.0,118.0,1270.0,835.0,7.0,3.0
2667,NVIDIA GeForce GT 640M LE,1,2012-03-22,28.0,20.0,118.0,1270.0,500.0,7.0,3.0
2668,NVIDIA GeForce GT 635M,1,2012-03-22,40.0,35.0,116.0,585.0,660.0,7.0,3.0
2669,NVIDIA GeForce GT 635M,1,2012-03-22,40.0,33.0,116.0,585.0,660.0,7.0,3.0
2670,NVIDIA GeForce GT 630M,1,2012-03-22,28.0,33.0,116.0,585.0,800.0,7.0,3.0
2671,NVIDIA GeForce GT 555M,1,2012-03-26,40.0,35.0,238.0,1170.0,675.0,7.0,3.0
2672,AMD Radeon HD 7650M Rebrand,1,2012-03-28,40.0,20.0,104.0,716.0,485.0,7.0,0.0
2673,Intel HD Graphics,1,2012-04-01,22.0,81.35998107852413,94.0,392.0,650.0,2.0,2.0
2674,NVIDIA GeForce 605 OEM,1,2012-04-02,40.0,25.0,79.0,292.0,523.0,7.0,3.0
2675,NVIDIA GeForce GT 610 PCIe x1,1,2012-04-02,40.0,29.0,79.0,292.0,810.0,7.0,3.0
2676,NVIDIA GeForce GT 610 PCI,1,2012-04-02,40.0,29.0,79.0,292.0,810.0,7.0,3.0
2677,NVIDIA GeForce GT 620 OEM,1,2012-04-02,40.0,30.0,79.0,292.0,810.0,7.0,3.0
2678,NVIDIA GeForce GT 610,1,2012-04-02,40.0,29.0,79.0,292.0,810.0,7.0,3.0
2679,AMD Radeon HD 6250 IGP,1,2012-04-04,40.0,9.0,75.0,450.0,277.0,7.0,0.0
2680,AMD Radeon HD 7950M,1,2012-04-24,28.0,75.0,212.0,2800.0,700.0,7.0,0.0
2681,NVIDIA GeForce GT 630 OEM,1,2012-04-24,28.0,50.0,118.0,1270.0,875.0,7.0,3.0
2682,NVIDIA GeForce GT 640 OEM Rebrand,1,2012-04-24,40.0,75.0,238.0,1170.0,720.0,7.0,3.0
2683,AMD Radeon HD 7770M,1,2012-04-24,28.0,32.0,123.0,1500.0,675.0,7.0,0.0
2684,AMD Radeon HD 7750M,1,2012-04-24,28.0,28.0,123.0,1500.0,575.0,7.0,0.0
2685,AMD Radeon HD 7730M,1,2012-04-24,28.0,25.0,123.0,1500.0,575.0,7.0,0.0
2686,AMD Radeon HD 7850M,1,2012-04-24,28.0,40.0,123.0,1500.0,675.0,7.0,0.0
2687,AMD Radeon HD 7970M,1,2012-04-24,28.0,100.0,212.0,2800.0,850.0,7.0,0.0
2688,NVIDIA GeForce GT 640 OEM,1,2012-04-24,28.0,50.0,118.0,1270.0,797.0,7.0,3.0
2689,NVIDIA GeForce GT 645 OEM,1,2012-04-24,40.0,102.0,332.0,1950.0,776.0,7.0,3.0
2690,AMD Radeon HD 7870M,1,2012-04-24,28.0,45.0,123.0,1500.0,800.0,7.0,0.0
2691,AMD Opteron 6278,0,2012-05-01,32.0,115.0,316.0,2400.0,2400.0,9.0,0.0
2692,NVIDIA Tesla K10,1,2012-05-01,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
2693,AMD Opteron 6284 SE,0,2012-05-01,32.0,140.0,316.0,2400.0,2700.0,9.0,0.0
2694,NVIDIA Quadro 7000,1,2012-05-02,40.0,204.0,520.0,3000.0,651.0,7.0,3.0
2695,NVIDIA GeForce GTX 690,1,2012-05-03,28.0,300.0,294.0,3540.0,915.0,7.0,3.0
2696,NVIDIA GeForce GT 640M LE,1,2012-05-04,40.0,32.0,116.0,585.0,753.0,7.0,3.0
2697,NVIDIA GeForce GTX 670,1,2012-05-10,28.0,170.0,294.0,3540.0,915.0,7.0,3.0
2698,Intel Xeon E3-1265L v2,0,2012-05-14,22.0,45.0,160.0,1400.0,2500.0,2.0,2.0
2699,Intel Xeon E3-1290 v2,0,2012-05-14,22.0,87.0,160.0,1400.0,3700.0,2.0,2.0
2700,Intel Xeon E3-1220 v2,0,2012-05-14,22.0,69.0,160.0,1400.0,3100.0,2.0,2.0
2701,Intel Xeon E3-1225 v2,0,2012-05-14,22.0,77.0,160.0,1400.0,3200.0,2.0,2.0
2702,Intel Xeon E3-1230 v2,0,2012-05-14,22.0,69.0,160.0,1400.0,3300.0,2.0,2.0
2703,Intel Xeon E5-4610,0,2012-05-14,32.0,130.0,435.0,2270.0,2400.0,2.0,2.0
2704,Intel Xeon E3-1220L v2,0,2012-05-14,22.0,17.0,435.0,2270.0,2300.0,2.0,2.0
2705,Intel Xeon E3-1270 v2,0,2012-05-14,22.0,69.0,160.0,1400.0,3500.0,2.0,2.0
2706,Intel Xeon E3-1280 v2,0,2012-05-14,22.0,69.0,160.0,1400.0,3600.0,2.0,2.0
2707,Intel Xeon E3-1245 v2,0,2012-05-14,22.0,77.0,160.0,1400.0,3400.0,2.0,2.0
2708,Intel Xeon E3-1240 v2,0,2012-05-14,22.0,69.0,160.0,1400.0,3400.0,2.0,2.0
2709,Intel HD Graphics 4000,1,2012-05-14,22.0,81.35998107852413,133.0,1200.0,650.0,2.0,2.0
2710,Intel Xeon E3-1275 v2,0,2012-05-14,22.0,77.0,160.0,1400.0,3500.0,2.0,2.0
2711,Intel HD Graphics 4000,1,2012-05-14,22.0,45.0,133.0,1200.0,650.0,2.0,2.0
2712,Intel HD Graphics P4000,1,2012-05-14,22.0,45.0,133.0,1200.0,650.0,2.0,2.0
2713,Intel Xeon E5-4607,0,2012-05-14,32.0,95.0,435.0,2270.0,2200.0,2.0,2.0
2714,NVIDIA GeForce 615,1,2012-05-15,40.0,49.0,116.0,585.0,660.0,7.0,3.0
2715,AMD Radeon HD 7640G IGP,1,2012-05-15,32.0,35.0,246.0,1303.0,496.0,7.0,0.0
2716,AMD Radeon HD 7620G IGP,1,2012-05-15,32.0,25.0,246.0,1303.0,360.0,7.0,0.0
2717,AMD A10-4600M,0,2012-05-15,32.0,35.0,246.0,1178.0,2300.0,9.0,0.0
2718,AMD A10-4655M,0,2012-05-15,32.0,25.0,246.0,1178.0,2000.0,9.0,0.0
2719,NVIDIA GeForce GT 630,1,2012-05-15,40.0,65.0,116.0,585.0,810.0,7.0,3.0
2720,AMD A6-4400M,0,2012-05-15,32.0,35.0,246.0,1178.0,2700.0,9.0,0.0
2721,AMD Radeon HD 7660G IGP,1,2012-05-15,32.0,35.0,246.0,1303.0,686.0,7.0,0.0
2722,AMD A4-4300M,0,2012-05-15,32.0,35.0,246.0,1303.0,2500.0,9.0,0.0
2723,NVIDIA GeForce GT 620,1,2012-05-15,40.0,49.0,116.0,585.0,700.0,7.0,3.0
2724,AMD A8-4500M,0,2012-05-15,32.0,35.0,246.0,1178.0,1900.0,9.0,0.0
2725,AMD A6-4455M,0,2012-05-15,32.0,17.0,246.0,1178.0,2100.0,9.0,0.0
2726,AMD Radeon HD 7500G IGP,1,2012-05-15,32.0,17.0,246.0,1303.0,327.0,7.0,0.0
2727,AMD Radeon HD 7560G IGP,1,2012-05-15,32.0,35.0,246.0,1303.0,496.0,7.0,0.0
2728,Intel Core i5-3470S,0,2012-06-01,22.0,65.0,133.0,1303.0,2900.0,2.0,2.0
2729,Intel Core i5-3470T,0,2012-06-01,22.0,35.0,6.0,1303.0,2900.0,2.0,2.0
2730,Intel Core i5-3570S,0,2012-06-01,22.0,65.0,133.0,1303.0,3100.0,2.0,2.0
2731,Intel Core i3-3110M,0,2012-06-01,22.0,35.0,118.0,1303.0,2400.0,2.0,2.0
2732,Intel Core i5-3317U,0,2012-06-01,22.0,17.0,118.0,1303.0,1700.0,2.0,2.0
2733,Intel Core i5-3210M,0,2012-06-01,22.0,35.0,118.0,1303.0,2500.0,2.0,2.0
2734,NVIDIA NVS 5200M,1,2012-06-01,28.0,25.0,116.0,585.0,625.0,7.0,3.0
2735,NVIDIA Quadro K3000M,1,2012-06-01,28.0,75.0,294.0,3540.0,654.0,7.0,3.0
2736,NVIDIA Quadro K4000M,1,2012-06-01,28.0,100.0,294.0,3540.0,601.0,7.0,3.0
2737,Intel Core i5-3320M,0,2012-06-01,22.0,35.0,118.0,3540.0,2600.0,2.0,2.0
2738,Intel Core i3-3217U,0,2012-06-01,22.0,17.0,118.0,3540.0,1800.0,2.0,2.0
2739,Intel Core i5-3470,0,2012-06-01,22.0,77.0,8.0,3540.0,3200.0,2.0,2.0
2740,Intel Core i5-3570,0,2012-06-01,22.0,77.0,133.0,3540.0,3400.0,2.0,2.0
2741,Intel Core i5-3360M,0,2012-06-01,22.0,35.0,118.0,3540.0,2800.0,2.0,2.0
2742,NVIDIA NVS 5400M,1,2012-06-01,40.0,35.0,116.0,585.0,660.0,7.0,3.0
2743,Intel Core i5-3610ME,0,2012-06-01,22.0,35.0,118.0,585.0,2700.0,2.0,2.0
2744,Intel Core i5-3610ME,0,2012-06-01,22.0,35.0,118.0,585.0,2700.0,2.0,2.0
2745,NVIDIA Quadro K1000M,1,2012-06-01,28.0,45.0,118.0,1270.0,850.0,7.0,3.0
2746,Intel Core i5-3360M,0,2012-06-01,22.0,35.0,118.0,1270.0,2800.0,2.0,2.0
2747,Intel Core i5-3427U,0,2012-06-01,22.0,17.0,118.0,1270.0,1800.0,2.0,2.0
2748,Intel Celeron G550,0,2012-06-01,32.0,65.0,131.0,504.0,2600.0,2.0,2.0
2749,NVIDIA Quadro K500M,1,2012-06-01,28.0,35.0,118.0,1270.0,850.0,7.0,3.0
2750,Intel Core i5-3320M,0,2012-06-01,22.0,35.0,118.0,1270.0,2600.0,2.0,2.0
2751,Intel Core i5-3210M,0,2012-06-01,22.0,35.0,118.0,1270.0,2500.0,2.0,2.0
2752,NVIDIA Quadro K2000M,1,2012-06-01,28.0,55.0,118.0,1270.0,745.0,7.0,3.0
2753,Intel Core i3-3110M,0,2012-06-01,22.0,35.0,118.0,1270.0,2400.0,2.0,2.0
2754,Intel Core i5-3475S,0,2012-06-01,22.0,65.0,160.0,1400.0,2900.0,2.0,2.0
2755,Intel Core i7-3517UE,0,2012-06-03,22.0,17.0,118.0,1400.0,1700.0,2.0,2.0
2756,Intel Pentium G640T,0,2012-06-03,32.0,35.0,131.0,504.0,2400.0,2.0,2.0
2757,Intel Core i7-3667U,0,2012-06-03,22.0,17.0,118.0,504.0,2000.0,2.0,2.0
2758,Intel Core i7-3555LE,0,2012-06-03,22.0,25.0,118.0,504.0,2500.0,2.0,2.0
2759,Intel Pentium G640,0,2012-06-03,32.0,65.0,131.0,504.0,2800.0,2.0,2.0
2760,Intel Core i7-3517U,0,2012-06-03,22.0,17.0,118.0,504.0,1900.0,2.0,2.0
2761,Intel Pentium G870,0,2012-06-03,32.0,65.0,131.0,504.0,3100.0,2.0,2.0
2762,Intel Core i7-3520M,0,2012-06-03,22.0,35.0,118.0,504.0,2900.0,2.0,2.0
2763,Intel Core i7-3520M,0,2012-06-03,22.0,35.0,118.0,504.0,2900.0,2.0,2.0
2764,Intel Pentium G860T,0,2012-06-03,32.0,35.0,131.0,504.0,2600.0,2.0,2.0
2765,NVIDIA GeForce GTX 680M,1,2012-06-04,28.0,100.0,294.0,3540.0,719.0,7.0,3.0
2766,NVIDIA GeForce GT 640,1,2012-06-05,28.0,65.0,118.0,1270.0,902.0,7.0,3.0
2767,AMD E2-1800,0,2012-06-06,40.0,18.0,75.0,1270.0,1700.0,9.0,0.0
2768,AMD Radeon HD 7420G IGP,1,2012-06-06,32.0,35.0,246.0,1303.0,480.0,7.0,0.0
2769,AMD E1-1200,0,2012-06-06,40.0,18.0,75.0,1303.0,1400.0,9.0,0.0
2770,AMD FirePro A300,1,2012-06-06,32.0,65.0,246.0,1303.0,760.0,7.0,0.0
2771,AMD Radeon HD 7340 IGP,1,2012-06-06,40.0,18.0,75.0,450.0,523.0,7.0,0.0
2772,AMD Radeon HD 7310 IGP,1,2012-06-06,40.0,18.0,75.0,450.0,500.0,7.0,0.0
2773,AMD FirePro A320,1,2012-06-06,32.0,100.0,246.0,1303.0,800.0,7.0,0.0
2774,AMD Radeon HD 7290 IGP,1,2012-06-06,40.0,18.0,75.0,450.0,276.0,7.0,0.0
2775,AMD Radeon HD 7520G IGP,1,2012-06-06,32.0,35.0,246.0,1303.0,496.0,7.0,0.0
2776,AMD FirePro W7000,1,2012-06-13,28.0,150.0,212.0,2800.0,950.0,7.0,0.0
2777,NVIDIA GeForce 9400 GT Rev. 3,1,2012-06-13,40.0,50.0,57.0,260.0,589.0,7.0,3.0
2778,AMD FirePro W600,1,2012-06-13,28.0,75.0,123.0,1500.0,750.0,7.0,0.0
2779,AMD FirePro W8000,1,2012-06-14,28.0,225.0,352.0,4313.0,900.0,7.0,0.0
2780,AMD FirePro W9000,1,2012-06-14,28.0,274.0,352.0,4313.0,975.0,7.0,0.0
2781,AMD Radeon HD 7950 Boost,1,2012-06-22,28.0,200.0,352.0,4313.0,850.0,7.0,0.0
2782,AMD Radeon HD 7970 GHz Edition,1,2012-06-22,28.0,300.0,352.0,4313.0,1000.0,7.0,0.0
2783,NVIDIA NVS 310,1,2012-06-26,40.0,20.0,79.0,292.0,523.0,7.0,3.0
2784,AMD FirePro M4000,1,2012-06-27,28.0,33.0,123.0,1500.0,675.0,7.0,0.0
2785,AMD FirePro M2000,1,2012-07-01,40.0,33.0,118.0,716.0,500.0,7.0,0.0
2786,Intel Celeron B820,0,2012-07-01,32.0,35.0,131.0,504.0,1700.0,2.0,2.0
2787,Intel Celeron 807,0,2012-07-01,32.0,17.0,131.0,504.0,1500.0,2.0,2.0
2788,AMD FirePro M6000,1,2012-07-01,28.0,43.0,123.0,1500.0,800.0,7.0,0.0
2789,Intel Celeron B730,0,2012-07-01,32.0,35.0,131.0,504.0,1800.0,2.0,2.0
2790,Intel Celeron 877,0,2012-07-01,32.0,17.0,131.0,504.0,1400.0,2.0,2.0
2791,AMD Radeon HD 7670M Rebrand,1,2012-07-01,40.0,20.0,104.0,716.0,600.0,7.0,0.0
2792,NVIDIA GeForce GTS 450 Rev. 3,1,2012-07-11,40.0,106.0,238.0,1170.0,783.0,7.0,3.0
2793,NVIDIA GeForce GT 650M Mac Edition,1,2012-07-12,28.0,45.0,118.0,1270.0,900.0,7.0,3.0
2794,Intel Core i3-3217UE,0,2012-08-01,22.0,17.0,118.0,1270.0,1600.0,2.0,2.0
2795,Intel Core i3-3120ME,0,2012-08-01,22.0,35.0,118.0,1270.0,2400.0,2.0,2.0
2796,AMD FirePro W5000,1,2012-08-07,28.0,75.0,212.0,2800.0,825.0,7.0,0.0
2797,NVIDIA Quadro K5000 Mac Edition,1,2012-08-07,28.0,122.0,294.0,3540.0,706.0,7.0,3.0
2798,AMD FirePro W4000,1,2012-08-07,28.0,75.0,212.0,2800.0,825.0,7.0,0.0
2799,NVIDIA Quadro 410,1,2012-08-07,28.0,38.0,118.0,1270.0,706.0,7.0,3.0
2800,NVIDIA Quadro K5000M,1,2012-08-07,28.0,100.0,294.0,3540.0,601.0,7.0,3.0
2801,NVIDIA GeForce GTX 660 Ti,1,2012-08-16,28.0,150.0,294.0,3540.0,915.0,7.0,3.0
2802,NVIDIA Quadro K5000,1,2012-08-17,28.0,122.0,294.0,3540.0,706.0,7.0,3.0
2803,NVIDIA GeForce GT 520 OEM,1,2012-08-20,40.0,29.0,79.0,292.0,589.0,7.0,3.0
2804,AMD Radeon HD 6850 1440SP Edition,1,2012-08-21,40.0,151.0,334.0,2154.0,725.0,7.0,0.0
2805,NVIDIA GeForce GTX 660 OEM,1,2012-08-22,28.0,130.0,294.0,3540.0,823.0,7.0,3.0
2806,NVIDIA GeForce GTX 660 OEM,1,2012-08-22,28.0,130.0,294.0,3540.0,823.0,7.0,3.0
2807,NVIDIA GeForce GT 620M,1,2012-08-23,40.0,15.0,116.0,585.0,660.0,7.0,3.0
2808,AMD FirePro S9010,1,2012-08-24,28.0,200.0,352.0,4313.0,800.0,7.0,0.0
2809,AMD FirePro S9000,1,2012-08-24,28.0,225.0,352.0,4313.0,900.0,7.0,0.0
2810,AMD FirePro S7000,1,2012-08-27,28.0,150.0,212.0,2800.0,950.0,7.0,0.0
2811,AMD Radeon HD 7970 X2,1,2012-08-31,28.0,500.0,352.0,4313.0,925.0,7.0,0.0
2812,Intel Celeron 887,0,2012-09-01,32.0,17.0,131.0,504.0,1500.0,2.0,2.0
2813,Intel Celeron B830,0,2012-09-01,32.0,35.0,131.0,504.0,1800.0,2.0,2.0
2814,Intel Pentium 997,0,2012-09-01,32.0,17.0,131.0,504.0,1600.0,2.0,2.0
2815,Intel Core i7-3630QM,0,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,2.0,2.0
2816,AMD C-70,0,2012-09-01,40.0,9.0,75.0,1480.0,1000.0,9.0,0.0
2817,Intel Celeron G465,0,2012-09-01,32.0,35.0,131.0,504.0,1900.0,2.0,2.0
2818,Intel Pentium B980,0,2012-09-01,32.0,35.0,131.0,504.0,2400.0,2.0,2.0
2819,Intel Pentium 2117U,0,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,2.0,2.0
2820,Intel Core i3-2377M,0,2012-09-01,32.0,17.0,149.0,624.0,1500.0,2.0,2.0
2821,Intel Celeron G555,0,2012-09-01,32.0,65.0,131.0,504.0,2700.0,2.0,2.0
2822,Intel Core i3-2328M,0,2012-09-01,32.0,35.0,149.0,624.0,2200.0,2.0,2.0
2823,Intel Pentium 2117U,0,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,2.0,2.0
2824,Intel Pentium 2129Y,0,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,2.0,2.0
2825,Intel Pentium 2020M,0,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,2.0,2.0
2826,Intel Core i7-3635QM,0,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,2.0,2.0
2827,AMD Radeon HD 7600G IGP,1,2012-09-01,32.0,19.0,246.0,1303.0,320.0,7.0,0.0
2828,Intel Pentium G645T,0,2012-09-02,32.0,35.0,131.0,504.0,2500.0,2.0,2.0
2829,Intel Pentium G645,0,2012-09-02,32.0,65.0,131.0,504.0,2900.0,2.0,2.0
2830,Intel Core i7-3740QM,0,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,2.0,2.0
2831,Intel Core i5-3330,0,2012-09-03,22.0,77.0,133.0,1400.0,3000.0,2.0,2.0
2832,Intel Pentium G2120,0,2012-09-03,22.0,55.0,94.0,1400.0,3100.0,2.0,2.0
2833,Intel Core i7-3740QM,0,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,2.0,2.0
2834,Intel Core i5-3330S,0,2012-09-03,22.0,77.0,133.0,1400.0,2700.0,2.0,2.0
2835,Intel Core i3-3240T,0,2012-09-03,22.0,35.0,94.0,1400.0,3000.0,2.0,2.0
2836,Intel Core i3-3220T,0,2012-09-03,22.0,35.0,94.0,1400.0,2800.0,2.0,2.0
2837,Intel Core i3-3240,0,2012-09-03,22.0,55.0,94.0,1400.0,3400.0,2.0,2.0
2838,Intel Core i7-3840QM,0,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,2.0,2.0
2839,Intel Core i5-3350P,0,2012-09-03,22.0,69.0,133.0,1400.0,3100.0,2.0,2.0
2840,Intel Core i7-3940XM,0,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,2.0,2.0
2841,Intel Core i3-3220,0,2012-09-03,22.0,55.0,94.0,1400.0,3300.0,2.0,2.0
2842,Intel Pentium G2100T,0,2012-09-03,22.0,35.0,94.0,1400.0,2600.0,2.0,2.0
2843,Intel Core i7-3840QM,0,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,2.0,2.0
2844,Intel Core i3-3225,0,2012-09-03,22.0,55.0,118.0,1400.0,3300.0,2.0,2.0
2845,NVIDIA GeForce GTX 660,1,2012-09-06,28.0,140.0,221.0,2540.0,980.0,7.0,3.0
2846,NVIDIA GeForce GTX 650,1,2012-09-06,28.0,65.0,118.0,1270.0,1058.0,7.0,3.0
2847,NVIDIA GeForce GT 610 OEM,1,2012-09-09,40.0,29.0,79.0,292.0,550.0,7.0,3.0
2848,NVIDIA NVS 5200M,1,2012-09-17,40.0,25.0,116.0,585.0,672.0,7.0,3.0
2849,AMD A4-4355M,0,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,9.0,0.0
2850,AMD A8-4555M,0,2012-09-27,32.0,19.0,246.0,1178.0,1600.0,9.0,0.0
2851,Intel Atom Z2760,0,2012-09-27,32.0,3.0,65.0,140.0,1800.0,2.0,2.0
2852,Intel Core i3-3120M,0,2012-09-30,22.0,35.0,118.0,140.0,2500.0,2.0,2.0
2853,Intel Core i3-3120M,0,2012-09-30,22.0,35.0,118.0,140.0,2500.0,2.0,2.0
2854,NVIDIA GeForce GT 625M,1,2012-10-01,28.0,15.0,116.0,585.0,625.0,7.0,3.0
2855,NVIDIA GeForce GT 645M,1,2012-10-01,28.0,32.0,118.0,1270.0,709.0,7.0,3.0
2856,NVIDIA GeForce GTX 675MX,1,2012-10-01,28.0,100.0,294.0,3540.0,654.0,7.0,3.0
2857,Intel HD Graphics,1,2012-10-01,22.0,45.0,94.0,392.0,350.0,2.0,2.0
2858,NVIDIA GeForce GTX 670MX,1,2012-10-01,28.0,75.0,294.0,3540.0,601.0,7.0,3.0
2859,AMD Radeon HD 7660D IGP,1,2012-10-02,32.0,100.0,246.0,1303.0,760.0,7.0,0.0
2860,AMD Radeon HD 7540D IGP,1,2012-10-02,32.0,65.0,246.0,1303.0,760.0,7.0,0.0
2861,AMD A4-5300B,0,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,9.0,0.0
2862,AMD A4-5300,0,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,9.0,0.0
2863,AMD A8-5600K,0,2012-10-02,32.0,100.0,246.0,1178.0,3600.0,9.0,0.0
2864,AMD A8-5500B,0,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,9.0,0.0
2865,AMD A6-5400K,0,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,9.0,0.0
2866,AMD Radeon HD 7480D IGP,1,2012-10-02,32.0,65.0,246.0,1303.0,720.0,7.0,0.0
2867,AMD A10-5800B,0,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,9.0,0.0
2868,AMD A6-5400B,0,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,9.0,0.0
2869,AMD Radeon HD 7400G IGP,1,2012-10-02,32.0,17.0,246.0,1303.0,327.0,7.0,0.0
2870,AMD Radeon HD 7560D IGP,1,2012-10-02,32.0,65.0,246.0,1303.0,760.0,7.0,0.0
2871,AMD A8-5500,0,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,9.0,0.0
2872,AMD A10-5800K,0,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,9.0,0.0
2873,AMD A10-5700,0,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,9.0,0.0
2874,NVIDIA Playstation 3 GPU 40nm,1,2012-10-04,40.0,35.0,114.0,302.0,550.0,6.0,3.0
2875,AMD Radeon HD 6250 IGP,1,2012-10-09,40.0,7.0,75.0,450.0,276.0,7.0,0.0
2876,AMD Z-60,0,2012-10-09,40.0,5.0,75.0,450.0,1000.0,9.0,0.0
2877,NVIDIA GeForce GTX 650 Ti,1,2012-10-09,28.0,110.0,221.0,2540.0,928.0,7.0,3.0
2878,Intel Core i7-3632QM,0,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,2.0,2.0
2879,Intel Core i7-3632QM,0,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,2.0,2.0
2880,NVIDIA GeForce GTX 680MX Mac Edition,1,2012-10-23,28.0,122.0,294.0,3540.0,719.0,7.0,3.0
2881,AMD FX-4300,0,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,9.0,0.0
2882,AMD FX-8350,0,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,9.0,0.0
2883,AMD FX-8300,0,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,9.0,0.0
2884,AMD FX-8140,0,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,9.0,0.0
2885,AMD FX-4150,0,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,9.0,0.0
2886,AMD FX-6300,0,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,9.0,0.0
2887,AMD FX-6130,0,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,9.0,0.0
2888,AMD FX-8170,0,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,9.0,0.0
2889,AMD FX-4120,0,2012-10-23,32.0,95.0,315.0,1200.0,3900.0,9.0,0.0
2890,AMD FX-8320,0,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,9.0,0.0
